doc_id;text;llm_green_suggested;llm_confidence;llm_rationale;is_green_human;notes
9074296;1. A solid core nanoparticle comprising a substantially single crystalline mesoporous Co 3 O 4 material characterized by at least a 5×7 array of selected area electron diffraction spots.;0.0;high;The claim describes a solid core nanoparticle with Co3O4, which is a metal oxide. There is no mention of renewable energy, energy efficiency, storage, emissions reduction, carbon capture, recycling, waste/water treatment, or clean transport. The focus is on material structure and characterization rather than environmental benefits.;0;
8417878;"1. A method comprising: forming a data structure referencing a garbage collection metric for each of a plurality of associated garbage collection units of a flash memory device, each garbage collection metric based on one or more device state variables of the associated garbage collection unit; in response to a threshold change in the one or more device state variables, sorting a region of interest within the data structure based on the garbage collection metrics; and selecting one or more garbage collection units for garbage collection operations from the sorted region of interest.";0.0;high;The claim describes a method for managing garbage collection in a flash memory device, which is a data storage technology. There is no mention of renewable energy, energy efficiency, emissions reduction, or any other green technology aspects. The focus is solely on optimizing data structure operations for memory management.;0;
9434796;"1. A polymerization process comprising: (A) contacting, under polymerization conditions, propylene and optionally one or more comonomers with a catalyst composition comprising a procatalyst composition comprising a combination of a magnesium moiety, a titanium moiety and greater than 4.5 wt % of a compounded alkoxyalkyl ester; (B) forming a propylene-based polymer.";0.0;high;The claim describes a polymerization process for producing a propylene-based polymer. The process involves a catalyst composition with a magnesium, titanium, and alkoxyalkyl ester, but there is no mention of renewable energy, energy efficiency, emissions reduction, or any other green technology aspects. The focus is on chemical production rather than environmental benefits.;0;
9514084;"1. A computer system comprising: a CPU with an L2 cache, a bus master device and a bus slave device which directly communicate via a system bus; a transaction monitor for monitoring a transaction state between the CPU and the L2 cache, and a transaction state of the system bus, and a transaction state of the bus slave device, wherein the transaction monitor comprises: wherein each of the first comparator, the second comparator, and the third comparator outputs a high (H) signal when an inputted count value, received from each of a corresponding first transaction counter, second transaction counter, and third transaction counter, is greater than the corresponding first predetermined threshold value, second predetermined threshold value, and third predetermined threshold value, the high (H) signal of the first comparator corresponds to an active state of the CPU, the high (H) signal of the second comparator corresponds to an active state of the system bus, and the high (H) signal of the third comparator corresponds to an active state of the bus slave device and wherein the each of the first comparator, the second comparator, and the third comparator outputs a low (L) signal when an inputted count value, received from each of a corresponding first transaction counter, second transaction counter, and third transaction counter, is less than or equal to the corresponding first predetermined threshold value, second predetermined threshold value, and third predetermined threshold value, the low (L) signal of the first comparator corresponds to an idle state of the CPU, the low (L) signal of the second comparator corresponds to an idle state of the system bus, and the low (L) signal of the third comparator corresponds to an idle state of the bus slave device; a clock generator comprising a first phase lock loop circuit, a second phase lock loop circuit and a third phase lock loop circuit, each receiving as input a corresponding output of the first up/down counter, the second up/down counter and the third up/down counter, wherein:";0.0;high;The claim describes a computer system with components like a CPU, bus master/device, and transaction monitors. There is no mention of renewable energy, energy efficiency, storage, emissions reduction, carbon capture, recycling, waste/water treatment, or clean transport. The focus is on system architecture and transaction state monitoring, which does not align with GREEN technology criteria.;0;
8673733;"1. A method of transferring a layer of semiconductor material from a first donor structure to a second structure, comprising: implanting ions into the first donor structure to form a generally planar weakened zone within the first donor structure defined by the implanted ions, the generally planar weakened zone separating the layer of semiconductor material of the first donor structure from a remainder of the first donor structure, implanted ions and an elemental composition of the implanted ions varies across the implanting ions into the first donor structure to form the generally planar weakened zone further including: bonding the first donor structure to the second structure; and fracturing the first donor structure along the generally planar weakened zone and leaving the layer of semiconductor material bonded to the second structure.";0.0;high;The claim describes a method for transferring semiconductor material between structures, which is a general semiconductor manufacturing process. There is no mention of renewable energy, energy efficiency, emissions reduction, or any environmental benefits. The focus is on material transfer and structural bonding, which does not align with green technology criteria.;0;
9012865;"1. A radiation detector system comprising: (a) detector window assembly (DWA); (b) detector housing body (DHB); and (c) anode wires; wherein said anode wires are installed under tension from one side of said DHB to the opposing side of said DHB; said anode wires are electrically isolated from said DHB via electrical feed thrus; said DHB is constructed of a non-metallic material comprising injection molded plastic; said DWA comprises a separate window support/protective frame (WSPF), detector window film, window retention bezel, and a gas leakage prevention gasket seal; said WSPF is constructed of injection molded plastic material; said DWA and said DHB mate with each other using a “snap fit” means for attachment; said WSPF snaps into said window retention bezel and thereby retains said detector window film in place between said WSPF and said window retention bezel; and said DWA and said DHB mate with said gas leakage prevention gasket seal that is located at the mating interface between said DWA and said DHB.";0.0;high;The claim describes a radiation detector system with components made of non-metallic materials like injection molded plastic. However, there is no mention of renewable energy, energy efficiency, emissions reduction, or any environmental benefits. The focus is on structural design and material composition rather than green technology aspects.;0;
8669789;"1. A semiconductor device driving unit configured to supply a driving signal to a gate of a semiconductor device to bring into conduction or shut off a bus by the semiconductor device having a switching function of being turned on or off according to a final voltage of the driving signal supplied to the gate and a collector and emitter of which are inserted on the bus, the semiconductor device driving unit comprising: a driving signal portion configured to generate an initial driving signal having an initial voltage; and a feedback portion configured to generate a feedback voltage based on a time change of a collector current of the semiconductor device, and the feedback portion configured to add the feedback voltage to the initial voltage of the initial driving signal to generate the driving signal having the final voltage, at a time of switching the semiconductor device from on to off.";0.0;high;The claim describes a semiconductor device driving unit focused on controlling the switching of a semiconductor device. There is no mention of renewable energy, energy efficiency, emissions reduction, or any environmental benefits. The technology appears to be general-purpose electronics without an environmental purpose.;0;
8371871;1. An electrically conductive terminal for insertion into an opening of a substrate, the terminal comprising: a body having a proximal end and a distal end, the distal end configured for insertion into the opening, the body including:;0.0;high;The claim describes an electrically conductive terminal for insertion into a substrate. There is no mention of renewable energy, energy efficiency, storage, emissions reduction, carbon capture, recycling, waste/water treatment, or clean transport. The focus is on electrical conductivity and mechanical insertion, which does not align with green technology criteria.;0;
9638427;1. Apparatus for substantially blocking flames and spreading heated gases from a broiler flue, said apparatus comprising a riser adapted to be placed above the broiler flue for defining a pathway along which heated gases are exhausted from the flue, a catalyst support on the riser for supporting a catalyst in the pathway for flow of heated gases through the catalyst, and a plurality of baffles in the riser extending across the pathway below the catalyst support, said baffles having the shape of inverted troughs for substantially blocking flames emitted from the broiler flue and for spreading heated gases exhausted from the flue for more uniform distribution of the heated gases across a bottom surface of the catalyst, the plurality of baffles comprising a first baffle, a second baffle, and a third baffle, wherein the second baffle is centered between the first and third baffles, wherein the second baffle is spaced from the first baffle and the third baffle by a horizontal distance D wherein the second baffle is larger in cross-sectional height and width than the first and third baffles.;0.0;high;The claim describes an apparatus for blocking flames and spreading heated gases from a broiler flue. The focus is on flame blocking and gas distribution, which does not align with GREEN technology areas such as renewable energy, energy efficiency, or emissions reduction. The claim mentions no environmental benefits or sustainable practices.;1;
9153732;"1. A lighting device comprising: an inorganic first light emitting diode (LED) having a first top LED conducting surface and a first bottom LED conducting surface, the first LED being a vertical first LED, the first LED having an epitaxially grown n-type layer and an eptiaxially grown p-type layer between the first top LED conducting surface and the first bottom LED conducting surface; and a vertical first transistor in series with the first LED, the first transistor having a first terminal, a second terminal, and a third terminal, the first terminal being a bottom conducting surface of the first transistor, the bottom conducting surface of the first transistor opposing the first top LED conducting surface and being electrically and mechanically bonded to the first top LED conducting surface, the first transistor having a top surface, wherein the second terminal and third terminal are formed on the top surface, the bonded first LED and vertical first transistor being singulated together such that the first transistor is substantially the same size as the first LED, the first LED being configured to emit light when a first voltage is applied to the first bottom LED conducting surface, a second voltage is applied to the second terminal, and a first control voltage is applied to the third terminal.";0.0;high;The claim describes a lighting device with an inorganic LED and a vertical transistor. The focus is on the electrical configuration and bonding of components rather than any renewable energy, energy efficiency, or emissions reduction. There is no mention of recycling, waste treatment, or clean transport, which are key indicators of green technology.;0;
8876467;"1. An inner wall for a nacelle of a turbomachine, the inner wall comprising: an outer annular fan casing for surrounding fan blades and including an upstream flange at an upstream end of the fan casing for fastening to a ring in coaxial alignment therewith; and a soundproofing inner annular structure extending upstream from the fan blades, wherein the fan casing extends substantially as far as an upstream end of the soundproofing structure, wherein the upstream flange of the fan casing is situated in a vicinity of the upstream end of the soundproofing structure, wherein an upstream end of the ring is fastened to an air intake lip of the nacelle, and wherein an annular layer of abradable material is fastened to an inner cylindrical surface of the fan casing and surrounds the fan blades.";0.0;high;The claim describes a turbomachine nacelle inner wall with components like a fan casing, soundproofing structure, and abradable material. These elements are related to mechanical engineering and noise reduction, but there is no mention of renewable energy, energy efficiency, emissions reduction, or other green technologies. The focus is on structural and operational aspects of a turbomachine, which is not aligned with GREEN technology criteria.;0;
8682262;"1. A transmitter device, comprising: a non-volatile memory storing network parameters for establishing a wireless network connection between the transmitter device and a receiver device, wherein the wireless network connection is established responsive to receiving a wireless Dynamic Host Configuration Protocol (DHCP) request from the receiver device, wherein the network parameters comprise at least one of a service set identifier (SSID) and a password; a Universal Serial Bus (USB) connector adapted to couple the transmitter device to a computer system, wherein data is transmitted between the transmitter device and the computer system via the connector when the transmitter device is coupled to the computer system and operating in a mass storage mode; a transceiver configured to perform two-way wireless communications with the receiver device when the transmitter device is operating in a wireless communications mode, wherein the receiver device is configured to output, to a display device coupled to the receiver device, a media item wirelessly received from the transmitter device, wherein the receiver device is configured to perform wireless communications only with the transmitter device to the exclusion of any other network devices based on uniquely pre-pairing of the transmitter device and the receiver device based on a unique identifier of the receiver device; and a physical switch comprising a switching logic configured to switch from the mass storage mode to the wireless communications mode, wherein the transmitter device is configured to operate in one of the wireless communications mode and the mass storage mode while coupled to the computer system.";0.0;high;The claim describes a transmitter device with no mention of renewable energy, energy efficiency, storage, emissions reduction, carbon capture, recycling, waste/water treatment, or clean transport. The focus is on wireless communication, USB connectivity, and device modes, which are general technological functions without an environmental purpose.;0;
9750072;"1. A mobile device having a phone function that establishes communication with a partner apparatus by carrying out wireless communication with a base station using one of a plurality of wireless communication standards, the device comprising: a processor; and a memory storing instructions, which when executed by the processor, causes the mobile device to:";0.0;high;The claim describes a mobile device with wireless communication capabilities, which does not align with any of the specified green technology categories such as renewable energy, energy efficiency, or emissions reduction. The focus is on communication standards and device functionality rather than environmental benefits.;0;
8770850;"1. An asymmetric wheel hub assembly comprising: first and second inner raceways disposed about a central axis of rotation, each one of the first and second inner raceways having a radius of curvature; a first row of rolling elements disposed on the first inner raceway and having a first pitch diameter and a second row of rolling elements disposed on the second inner raceway and having a second pitch diameter, the first pitch diameter having a value different than a value of the second pitch diameter, each rolling element of the first row having a first outside diameter and each rolling element of the second row having a second outside diameter; and first and second outer raceways each having a radius of curvature, the first outer raceway being disposed generally about and axially spaced from the first inner raceway such that a first load line through the first row of rolling elements defines a first angle of contact with respect to the central axis, and the second outer raceway being disposed generally about and axially spaced from the second inner raceway such that a second load line through the second row of rolling elements defines a second angle of contact with respect to the central axis; wherein the first row of rolling elements has an osculation ratio defined between the first outer raceway radius of curvature and the first rolling element outside diameter and another osculation ratio defined between the first inner raceway radius of curvature and the first outside diameter, the second row of rolling elements has an osculation ratio defined between the second outer raceway radius of curvature and the second rolling element outside diameter and another osculation ratio defined between the second inner raceway radius of curvature and the second outside diameter, the first angle of contact has a value different than a value of the second angle of contact, and each of the two osculation ratios of the first row of rolling elements has a value different than a value of the corresponding osculation ratio of the second row of rolling elements, and wherein the value of the osculation ratio between the radius of curvature of the first outer raceway and the first rolling element outside diameter is greater than the value of the osculation ratio between the radius of curvature of the second outer raceway and the second rolling element outside diameter.";0.0;high;The claim describes an asymmetric wheel hub assembly with specific mechanical configurations involving rolling elements and raceways. There is no mention of renewable energy, energy efficiency, emissions reduction, or any environmental benefits. The focus is on mechanical design and structural differences rather than green technology aspects.;0;
9309387;"1. A rubber composition for tires, consisting of a diene rubber, non-aggegated silica, a sulfur-containing silane coupling agent and an alkyltriethoxysilane represented by formula (I) below, wherein 50 mass % or more of the diene rubber is a styrene-butadiene copolymer rubber, the sulfur-containing silane coupling agent has a mercapto group, the content of the silica is from 5 to 150 parts by mass per 100 parts by mass of the diene rubber, the content of the sulfur-containing silane coupling agent is from 3 to 15 mass % relative to the content of the silica, and the content of the alkyltriethoxysilane is from 0.1 to 20 mass % relative to the content of the silica and has the formula; in the formula, R wherein the silica has a CTAB adsorbtion specific surface area of greater than 160 m and additives selected from the group consisting of fillers excluding aggregated silica, crosslinking agents, crosslinking accelerators, zinc oxide, oils, anti-aging agents, plasticizers and mixtures thereof.";0.0;high;The claim focuses on a rubber composition for tires, which is a general technology with no direct environmental purpose. The components mentioned, such as diene rubber, silica, and various additives, are related to tire manufacturing rather than renewable energy, energy efficiency, or emissions reduction. The claim does not mention any green technologies like carbon capture, recycling, or clean transport.;0;
9738704;1. An isolated antibody or antigen binding fragment thereof, wherein said antibody or antigen binding fragment thereof comprises a heavy chain amino acid sequence that comprises the CDRH1 depicted as SEQ ID NO: 10, the CDRH2 depicted as SEQ ID NO: 12, and the CDRH3 depicted as SEQ ID NO: 14, and a light chain amino acid sequence that comprises the CDRL1 depicted as SEQ ID NO: 16, the CDRL2 depicted as SEQ ID NO: 18, and the CDRL3 depicted as SEQ ID NO: 20, wherein said antibody or antigen binding fragment thereof comprises a variant Fc region that has been molecularly engineered by the alteration of one or more amino acids relative to naturally occurring Fc regions.;0.0;high;The claim describes an isolated antibody or antigen binding fragment with specific amino acid sequences and a variant Fc region. These elements are related to biotechnology and molecular engineering, which do not align with the GREEN technology categories such as renewable energy, energy efficiency, or emissions reduction. The focus is on protein structure and function rather than environmental benefits.;0;
9412302;"1. A pixel driving circuit, comprising: a data line, a first scanning line, a second scanning line, an enabling control line, a power supply line, a light emitting device, a driving transistor, a storage capacitor, a resetting unit, a data writing unit and a light emitting control unit, wherein the resetting unit is connected to the enabling control line and a first terminal of the storage capacitor, and configured to reset a voltage at the first terminal of the storage capacitor to a low voltage under a control of the enabling control line; the data writing unit is connected to a second terminal of the storage capacitor, the first scanning line and the driving transistor, and configured to write information including a threshold voltage of the driving transistor and a voltage of the data line into the second terminal of the storage capacitor under a control of the first scanning line; and the light emitting control unit is connected to the second scanning line, the data line, the power supply line, the first terminal of the storage capacitor, the driving transistor and the light emitting device, a gate of the driving transistor connected to the second terminal of the storage capacitor, and a source and a drain thereof connected to the light emitting control unit, and the light emitting control unit configured to make the first terminal of the storage capacitor be the voltage of the data line under a control of the second scanning line, make two terminals of the storage capacitor keep a voltage difference and make the driving transistor connected to the power supply line, so as to drive the light emitting device to emit light.";0.0;high;The claim describes a pixel driving circuit for a light emitting device, which is part of a display technology. There is no mention of renewable energy, energy efficiency, emissions reduction, or any environmental benefits. The focus is on circuit components and their operation, not on green technology aspects.;0;
8883431;1. A method for the detecting presence of antibodies which specifically bind to antigens of M. tuberculosis and which are present in a bodily fluid sample, comprising contacting the sample with antigens of M. tuberculosis , wherein the antigens are encoded by nucleic acids Rv1886c (SEQ ID NO:270) and Rv0379 (SEQ ID NO:65), and detecting antibodies which bind to the antigens.;0.0;high;The claim describes a method for detecting antibodies related to M. tuberculosis, which is a medical diagnostic technique. There is no mention of renewable energy, energy efficiency, emissions reduction, or any other green technology aspects. The focus is solely on medical testing and does not align with the defined GREEN categories.;0;
8842443;"1. A printed circuit board assembly, comprising: a main printed circuit board having a first surface and a second surface; a first electronic component mounted on the second surface; a body printed circuit board having a third surface and a fourth surface, and having a cavity extending through the body printed circuit board from the third surface to the fourth surface; a cover printed circuit board having a fifth surface and a sixth surface; and a second electronic component mounted on the fifth surface, wherein the third surface of the body printed circuit board is aligned and mounted on the second surface of the main printed circuit board such that the first electronic component is positioned within the cavity of the body printed circuit board, wherein the fifth surface of the cover printed circuit board is aligned and mounted on the fourth surface of the body printed circuit board such that the cover printed circuit board covers the cavity of the body printed circuit board and the second electronic component is also positioned within the cavity of the body printed circuit board, and wherein the cavity accommodates the first electronic component and the second electronic component therein such that the second surface on which the first electronic component is mounted and the fifth surface on which the second electronic component is mounted face each other within the cavity.";0.0;high;The claim describes a printed circuit board assembly with components mounted on specific surfaces. There is no mention of renewable energy, energy efficiency, storage, emissions reduction, carbon capture, recycling, waste/water treatment, or clean transport. The focus is on the structural arrangement of electronic components rather than any environmental benefit.;0;
9282520;"1. A wireless network node comprising: a transceiver configured to wirelessly receive a first repeating isochronous signal having an isochronous transmission period and a second repeating isochronous signal having an isochronous transmission period; and a processing system coupled with the transceiver, the processing system configured to wherein the one or more search windows are spaced according to the determined isochronous transmission period of the first repeating isochronous signal.";0.0;high;The claim describes a wireless network node involving isochronous signals and processing systems, which are general technological components without any explicit mention of renewable energy, energy efficiency, emissions reduction, or other green technology aspects. The focus is on signal processing and network communication, which does not align with the defined GREEN categories.;0;
9701338;"1. An electric power steering apparatus that calculates a current command value with reference to an assist map inputting a steering torque and assist-controls a steering system of a vehicle by driving a motor based on said current command value, comprising: a first compensating section provided at a front stage of said assist map; and a second compensating section provided at a rear stage of said assist map; wherein said current command value is calculated with a characteristic of which sloping increases for an absolute value of said steering torque being inputted into said first compensating section and is outputted from said second compensating section, and a vibration of a steering wheel is suppressed, and wherein said first compensating section is a first phase compensating section and said second compensating section is a second phase compensating section, and said first phase compensating section and said second phase compensating section are reverse characteristic of each other.";0.0;high;The claim describes an electric power steering apparatus focused on improving steering system control and suppressing steering wheel vibration. There is no mention of renewable energy, energy efficiency, emissions reduction, or any environmental benefits. The technology appears to be a general automotive control system without an environmental purpose.;0;
9171801;"1. A structure comprising: a first interconnect including a first line overlying a first via; and a second interconnect including a second line overlying a second via; wherein a top surface of the first line and a top surface of the second line are coplanar; wherein the first interconnect comprises a first conductor and a first liner, the first conductor comprises a metal silicide including titanium silicide, cobalt silicide, nickel silicide, tungsten silicide, platinum silicide, molybdenum silicide, tantalum silicide, or a combination thereof; and wherein the second interconnect comprises a second conductor and a second liner, the second conductor comprising copper, the first conductor and the second conductor are separated by both the first liner and the second liner such that a distance between the first conductor and the second conductor is equal to a wall thickness of the first liner plus a wall thickness of the second liner.";0.0;high;The claim describes a structure for interconnects in semiconductor devices, focusing on materials like titanium silicide and copper. There is no mention of renewable energy, energy efficiency, emissions reduction, or any environmental benefits. The technology is related to electronic components rather than green technology.;0;
8967537;1. A method for installing an emergency oxygen supply arrangement in an aircraft, the method comprising: Installing a plurality of passenger oxygen breathing devices, each comprising a sender and a receiver, wherein a sender of a first passenger oxygen breathing device of the plurality of passenger oxygen breathing devices is configured to communicate with a receiver of a second passenger oxygen breathing device of the plurality of passenger oxygen breathing devices and a sender of the second passenger oxygen breathing device is configured to communicate with a receiver of the first passenger oxygen breathing device, Establishing a network among these plurality of passenger oxygen breathing devices by self configuring and maintaining wireless connectivity between said senders and receivers of the plurality of passenger oxygen breathing devices, Further including in said network at least one pressure sensor coupled to a pressure sensor sender to wirelessly transmit an emergency decompression signal to at least the receiver of the first passenger oxygen breathing device to activate oxygen supply within the first passenger oxygen breathing device.;0.0;high;The claim describes a method for installing an emergency oxygen supply arrangement in an aircraft. The focus is on communication between devices and establishing a network for emergency decompression signals. There is no mention of renewable energy, energy efficiency, emissions reduction, or any other green technology aspects.;0;
8868960;"1. A method for synchronously stopping and starting units on chips in a node of a multi nodal computer system comprising a plurality of nodes, each of which includes chips of different types, wherein one of the chips is configured as a master chip, the master chip being connected to slave chips via at least two multi-drop nets, the at least two multi-drop nets comprising a checkstop net and a clockrun net, and wherein the master chip and the slave chips are connected to a reference clock, the method comprising: in response to a request received by the master chip from one of the chips to trigger events in the units, sending by the master chip a respective command to itself and to the connected slave chips at a next pulse of the reference clock following receiving of the request; and in response to the command being received at a receiving chip from the master chip, waiting by the receiving chip a defined number of clock cycles following the next pulse of the reference clock, and subsequently triggering a respective event in its units, depending on the received command.";0.0;high;The claim describes a method for synchronizing chip operations in a computer system, which involves managing clock signals and command execution. There is no mention of renewable energy, energy efficiency, emissions reduction, or any environmental benefits. The focus is on computer hardware control rather than green technology.;0;
8987563;1. A plant of soybean variety A1035304, wherein a sample of seed of said variety has been deposited under ATCC Accession No. PTA-121693.;0.0;high;The claim describes a soybean variety and a seed sample deposited in a collection, which does not relate to renewable energy, energy efficiency, storage, emissions reduction, carbon capture, recycling, waste/water treatment, or clean transport. The focus is on a plant variety and its deposition, indicating no environmental purpose.;0;
8537846;"1. A method of managing a flow through a network, comprising: receiving, at a controller, network performance data from a plurality of switches of the network, wherein the flow passes through the plurality of switches; determining, with the controller, respective priority queue levels for the flow through each of the plurality of switches based on the network performance data; mapping, with the controller, the flow to an optimized priority queue level of the flow at each of the plurality of switches, wherein mapping the flow includes modifying virtual local area network (VLAN) priority ceiling protocol (PCP) bits on packets of the flow based on the mappings while the flow passes through the plurality of switches; and assigning, with the controller, one of the respective priority queue levels to each switch.";0.0;high;The claim describes a method for managing network flows using VLAN PCP bits to prioritize data packets. There is no mention of renewable energy, energy efficiency, emissions reduction, or any environmental benefits. The focus is on network performance optimization rather than environmental impact.;0;
9614178;"1. An electronic component comprising: two substrates at least one of which is transparent; an organic member arranged between these substrates; and a bonding portion located onto respective outer circumferential portions of the two substrates, wherein the bonding portion includes a low-melting glass and filler particles, the low-melting glass includes vanadium oxide, the filler particles include a low thermally-expandable material, and an oxide containing a bivalent transition metal as a constituent element, the oxide is dispersed in the low thermally-expandable material, and the low thermally-expandable material has a thermal expansion coefficient of 5×10-7/° C. or less in a temperature range from 30 to 250° C.";0.0;high;The claim focuses on a bonding portion with low-melting glass and filler particles, emphasizing thermal expansion properties. There is no mention of renewable energy, energy efficiency, emissions reduction, or other green technology aspects. The primary purpose appears to be material science and engineering rather than environmental benefit.;0;
8481085;1. A method of treating a bipolar or unipolar mood disorder in a human in need thereof comprising administering to the human a therapeutically effective amount of isolated cannabigerol, wherein the isolated cannabigerol is administered as a unit dosage form that comprises the isolated cannabigerol in an amount of from 0.1 mg to 1000 mg, and wherein the isolated cannabigerol is not administered as an inhaled vapor.;0.0;high;The claim describes a method for treating mood disorders using isolated cannabigerol, which is a pharmaceutical application. There is no mention of renewable energy, energy efficiency, storage, emissions reduction, carbon capture, recycling, waste/water treatment, or clean transport. The focus is solely on medical treatment, which does not align with the GREEN technology criteria.;0;
8831913;"1. A method of design optimization of a geometric object using Directly Manipulated Extended Free Form Deformation (DM-EFFD) comprising: a. receiving an initial definition of the geometric object from a computer aided design (CAD) system, in terms of locations of surface construction points in a global coordinate system; b. simulating fluid flow around the geometric object using a computational fluid dynamics (CFD) mesh of the geometric object to produce a measure of fluid dynamic performance of the geometric object; c. defining a control volume that encloses the geometric object using a 3D extended free form deformation (EFFD) lattice of control points with non-parallelepiped shaped lattices; d. defining a local coordinate system within the control volume and obtaining local coordinates of the surface construction points; e. receiving from a user, locations of one or more direct manipulation (DM) points positioned on the geometric object in terms of the global coordinate system and converting them to local coordinates; f. receiving from the user required positions of the direct manipulation points where they will be after deformation and converting them to local coordinates; g. computing the locations of the lattice control points required to produce the required positions of the direct manipulation points where they will be after deformation; h. computing the locations of the surface construction points of the geometric object where they will be after deformation from the computed locations of the lattice control points and converting them to global coordinates, wherein the computed surface construction points define a deformed geometric object; i. simulating fluid flow around the deformed geometric object using a CFD mesh of the deformed geometric object to produce a measure of the fluid dynamic performance of the deformed geometric object; and j. identifying an optimal design of the geometric object using the measures of fluid dynamic performance of the initial geometric object and the deformed geometric object produced in steps b and i respectively.";0.0;high;The claim describes a method for design optimization using computational fluid dynamics (CFD) and geometric deformation. There is no mention of renewable energy, energy efficiency, emissions reduction, or any environmental benefits. The focus is on computational modeling and design processes without any green technology elements.;0;
9822010;"1. A method for forming silica-based particles, the method comprising the steps: (a) preparing an emulsion having a basic pH, the emulsion including a continuous phase that is polar and has one or more cationic surfactants, and a dispersed phase comprising droplets including a non-polar active ingredient and a non-polar diluent; (b) adding a first modified silica precursor to the emulsion such that the first modified silica precursor is emulsion templated onto the surface of the droplets to form a silica-based first shell layer around the droplets, wherein the first shell layer formed has a mean thickness of about 1 nm to about 500 nm within 2 hours from addition of the first modified silica precursor to the emulsion, and wherein the first modified silica precursor has the general formula (I):  wherein R (c) adding a second modified silica precursor to the emulsion such that a coating can be deposited on at least part of the silica-based first shell layer through the interaction of the second modified silica precursor with the first modified silica precursor present in the silica-based first shell layer to form a second shell layer, wherein the first silica precursor and the second silica precursor are different; and (d) allowing the emulsion to sit for up to 2 days until the thickness of the the first shell layer and the second shell layer together have a mean thickness in the range of about 1 μm to about 250 μm; wherein the method produces silica-based particles having a silica-based shell surrounding a liquid core comprising the non-polar active ingredient and the non-polar diluent.";0.0;high;The claim describes a method for forming silica-based particles with a liquid core containing non-polar active ingredients and diluents. There is no mention of renewable energy, energy efficiency, emissions reduction, or any environmental benefits. The process focuses on chemical synthesis and material science without any green technology components.;0;
9427802;1. A composite cast tool which is cast in one continuous piece, comprising: a first portion comprising a working component of the tool and being manufactured from steel, and one second portion which comprises a body component of the tool and which is manufactured from grey cast iron, wherein the first portion includes a plurality of projections or walls which extend towards the body component, and the second portion includes a plurality discrete of projections or walls which extend towards the working component, corresponding discrete projections or walls and the steel of the first portions and the cast iron of the second portions being united with one another in a plurality of discrete interconnection zones, and wherein the plurality of interconnection zones are substantially planar, wherein the plurality of interconnection zones all lie in a common plane.;0.0;high;The claim describes a composite cast tool made from steel and grey cast iron, which are both traditional metal materials. There is no mention of renewable energy, energy efficiency, emissions reduction, or any other green technology features. The focus is on the structural design and material composition of the tool, not on environmental benefits.;0;
8642793;1. A compound produced by Aureobasidium pullulans L-3-GPY KCCM11200P strains and represented by Formula 1 below:;0.0;high;The claim describes a compound produced by a specific strain of Aureobasidium pullulans, but there is no mention of renewable energy, energy efficiency, storage, emissions reduction, carbon capture, recycling, waste/water treatment, or clean transport. The focus is on the production of a compound without any clear environmental benefit or green technology application.;0;
9011072;1. A utility stowage apparatus for transferring one or more objects between an upper storage position and a lower accessible position of a vehicle comprising: a stationary mounting frame comprising two L-shaped or U-shaped tracks, wherein the tracks comprise respectively first and second portions connected through a corner portion, each of the first portions and second portions lying in parallel, wherein the first portions of the tracks are mounted to the top surface of the vehicle and wherein the second portions of the tracks and corner portions are attached through a flange and bolts, are not mounted to the vehicle, and are detachable from the first portions of the tracks through the flange and at least one hole, each of the first and second portions of the at least two tracks comprises at least a channel and at least a rail, at least one carriage movably mounted on the rails and comprising: wherein operation of the power drive rotates at least one of the first or second means for driving the carriage along the tracks between the lower accessible position and the upper storage position.;0.0;high;The claim describes a utility stowage apparatus for transferring objects between storage positions in a vehicle. There is no mention of renewable energy, energy efficiency, emissions reduction, or any environmental benefits. The focus is on mechanical movement and vehicle storage functionality.;0;
8970930;"1. A sheet conveying device comprising: a conveying unit configured to convey a sheet along a conveying path, the sheet having a leading edge and a trailing edge, the conveying path including a segment that is curved; and a controller configured to: wherein the conveying unit includes a conveying roller and a motor configured to drive the conveying roller to rotate; and wherein the halting condition is defined by a temperature of the motor higher than or equal to a reference temperature.";0.0;high;The claim describes a sheet conveying device with a motor and temperature-based halting condition. There is no mention of renewable energy, energy efficiency, emissions reduction, or any environmental benefits. The focus is on mechanical operation and thermal management, which does not align with green technology criteria.;0;
8504823;"1. A method of configuring a connector of a host device for connecting to a connector of an accessory device, comprising: at the host device, receiving accessory device information from the accessory device, wherein the accessory device is releasably attached to the host device; selecting, based in part on the received accessory device information, one or more functions to be enabled for connecting the host device to the accessory device, wherein the selecting one or more functions is further based in part on one or more host device licenses; configuring one or more pins of the host device connector, the configuring comprising enabling the one or more selected functions at the host device connector; instructing the accessory device to configure one or more pins of the accessory device connector to support the one or more selected functions; determining or receiving an indication that a host device license, of the one or more host device licenses, has been renewed or upgraded or that a new host device license is available; selecting one or more second functions to be enabled for connecting the host device to the accessory device based in part on the renewed, upgraded or new host device license; configuring one or more pins of the host device connector, the configuring comprising enabling the one or more second selected functions at the host device connector; and instructing the accessory device to configure one or more pins of the accessory device connector to support the one or more second selected functions.";0.0;high;The claim describes a method for configuring connectors between devices based on licenses and functions. There is no mention of renewable energy, energy efficiency, storage, emissions reduction, carbon capture, recycling, waste/water treatment, or clean transport. The focus is on device connectivity and licensing rather than environmental benefits.;0;
